candidate_id	score	rank
CAND_0052048	68.5105	12596
CAND_0083244	68.5101	12597
CAND_0068367	68.5097	12598
CAND_0031943	68.5095	12599
CAND_0009267	68.5086	12600
CAND_0041804	68.508	12601
CAND_0045388	68.5065	12602
CAND_0087216	68.5064	12603
CAND_0028704	68.5063	12604
CAND_0023753	68.5061	12605
CAND_0054877	68.5057	12606
CAND_0088379	68.5056	12607
CAND_0067524	68.5052	12608
CAND_0085211	68.5044	12609
CAND_0093581	68.5035	12610
CAND_0033005	68.5028	12611
CAND_0097476	68.5017	12612
CAND_0018736	68.5015	12613
CAND_0044592	68.4992	12614
CAND_0048876	68.499	12615
CAND_0083980	68.4985	12616
CAND_0093564	68.4984	12617
CAND_0011026	68.498	12618
CAND_0082405	68.4978	12619
CAND_0022231	68.4977	12620
CAND_0036325	68.4975	12621
CAND_0090539	68.4972	12622
CAND_0030258	68.4961	12623
CAND_0009813	68.4953	12624
CAND_0045561	68.4948	12625
CAND_0091012	68.4947	12626
CAND_0076764	68.4934	12627
CAND_0081153	68.493	12628
CAND_0020780	68.4928	12629
CAND_0039466	68.4927	12630
CAND_0053519	68.4915	12631
CAND_0091499	68.4913	12632
CAND_0094191	68.4907	12633
CAND_0049788	68.4904	12634
CAND_0057475	68.49	12635
CAND_0045339	68.4895	12636
CAND_0099511	68.4893	12637
CAND_0014518	68.4891	12638
CAND_0044165	68.489	12639
CAND_0031458	68.4882	12640
CAND_0046078	68.4878	12641
CAND_0039754	68.4876	12642
CAND_0091248	68.4873	12643
CAND_0075441	68.4872	12644
CAND_0051064	68.4872	12645
CAND_0041359	68.4861	12646
CAND_0049479	68.4858	12647
CAND_0007763	68.4849	12648
CAND_0012007	68.4848	12649
CAND_0044551	68.4843	12650
CAND_0089361	68.4841	12651
CAND_0061093	68.4837	12652
CAND_0040585	68.4835	12653
CAND_0077019	68.4833	12654
CAND_0055578	68.4831	12655
CAND_0091874	68.4828	12656
CAND_0072733	68.4827	12657
CAND_0035577	68.4825	12658
CAND_0036502	68.4821	12659
CAND_0017746	68.4821	12660
CAND_0027216	68.4797	12661
CAND_0079048	68.4774	12662
CAND_0066899	68.4768	12663
CAND_0058252	68.4759	12664
CAND_0008957	68.4751	12665
CAND_0030652	68.4751	12666
CAND_0048932	68.4744	12667
CAND_0077044	68.4741	12668
CAND_0086895	68.4738	12669
CAND_0021120	68.4727	12670
CAND_0087183	68.4725	12671
CAND_0085630	68.4725	12672
CAND_0006798	68.4716	12673
CAND_0028545	68.4705	12674
CAND_0025407	68.4692	12675
CAND_0052324	68.469	12676
CAND_0061965	68.4687	12677
CAND_0001542	68.468	12678
CAND_0095998	68.468	12679
CAND_0055670	68.4675	12680
CAND_0085273	68.4666	12681
CAND_0024173	68.4665	12682
CAND_0003485	68.466	12683
CAND_0049800	68.4655	12684
CAND_0039254	68.4634	12685
CAND_0095010	68.462	12686
CAND_0044167	68.4608	12687
CAND_0087737	68.4601	12688
CAND_0003921	68.4593	12689
CAND_0094774	68.4593	12690
CAND_0067725	68.4584	12691
CAND_0043071	68.4582	12692
CAND_0061363	68.458	12693
CAND_0067885	68.4562	12694
CAND_0041973	68.4556	12695
CAND_0089316	68.4548	12696
CAND_0095473	68.4544	12697
CAND_0030691	68.4529	12698
CAND_0023162	68.4529	12699
CAND_0033488	68.4523	12700
CAND_0000053	68.4519	12701
CAND_0067081	68.4514	12702
CAND_0018114	68.4509	12703
CAND_0017640	68.449	12704
CAND_0054322	68.4487	12705
CAND_0034359	68.447	12706
CAND_0062816	68.4464	12707
CAND_0023188	68.446	12708
CAND_0015876	68.4446	12709
CAND_0017996	68.4445	12710
CAND_0001408	68.4443	12711
CAND_0040242	68.444	12712
CAND_0068371	68.4435	12713
CAND_0003556	68.4431	12714
CAND_0070074	68.4423	12715
CAND_0063471	68.442	12716
CAND_0026654	68.4416	12717
CAND_0014017	68.4414	12718
CAND_0084531	68.441	12719
CAND_0060301	68.4406	12720
CAND_0032670	68.44	12721
CAND_0077495	68.4393	12722
CAND_0011381	68.4391	12723
CAND_0092859	68.4385	12724
CAND_0083840	68.438	12725
CAND_0016790	68.438	12726
CAND_0030442	68.4375	12727
CAND_0033131	68.4371	12728
CAND_0089995	68.4364	12729
CAND_0070191	68.436	12730
CAND_0040810	68.4338	12731
CAND_0059625	68.4317	12732
CAND_0062967	68.4317	12733
CAND_0006964	68.4309	12734
CAND_0053304	68.4299	12735
CAND_0042151	68.4294	12736
CAND_0077177	68.4292	12737
CAND_0045804	68.4286	12738
CAND_0001284	68.4286	12739
CAND_0065374	68.4279	12740
CAND_0086222	68.4279	12741
CAND_0056299	68.4274	12742
CAND_0058771	68.4269	12743
CAND_0056732	68.4263	12744
CAND_0053549	68.4261	12745
CAND_0048455	68.426	12746
CAND_0047413	68.4258	12747
CAND_0006668	68.4246	12748
CAND_0007347	68.4244	12749
CAND_0093879	68.424	12750
CAND_0083621	68.4237	12751
CAND_0073347	68.4237	12752
CAND_0044515	68.4231	12753
CAND_0008145	68.423	12754
CAND_0086971	68.4223	12755
CAND_0016685	68.4221	12756
CAND_0092732	68.4221	12757
CAND_0077669	68.422	12758
CAND_0009067	68.4214	12759
CAND_0059123	68.4213	12760
CAND_0070471	68.4202	12761
CAND_0001162	68.4201	12762
CAND_0090761	68.4195	12763
CAND_0092766	68.4192	12764
CAND_0050822	68.4191	12765
CAND_0090941	68.419	12766
CAND_0005919	68.4187	12767
CAND_0053559	68.4185	12768
CAND_0052123	68.4179	12769
CAND_0017518	68.4177	12770
CAND_0009338	68.4165	12771
CAND_0093030	68.416	12772
CAND_0059547	68.4149	12773
CAND_0028760	68.4139	12774
CAND_0099099	68.4126	12775
CAND_0047005	68.4124	12776
CAND_0098928	68.4111	12777
CAND_0074267	68.4096	12778
CAND_0093561	68.4088	12779
CAND_0041108	68.4082	12780
CAND_0089280	68.4075	12781
CAND_0073770	68.4066	12782
CAND_0007438	68.4062	12783
CAND_0035523	68.4059	12784
CAND_0022657	68.4055	12785
CAND_0044174	68.4053	12786
CAND_0042557	68.4048	12787
CAND_0048940	68.4034	12788
CAND_0031532	68.4025	12789
CAND_0013855	68.402	12790
CAND_0071970	68.4014	12791
CAND_0094653	68.4011	12792
CAND_0079872	68.4008	12793
CAND_0090440	68.4005	12794
CAND_0067136	68.4002	12795
CAND_0053714	68.3985	12796
CAND_0026859	68.3971	12797
CAND_0083341	68.3966	12798
CAND_0084099	68.3963	12799
CAND_0065332	68.3954	12800
CAND_0030630	68.3937	12801
CAND_0014122	68.3936	12802
CAND_0041385	68.393	12803
CAND_0035827	68.3926	12804
CAND_0088571	68.3921	12805
CAND_0013140	68.3921	12806
CAND_0075422	68.3918	12807
CAND_0022267	68.3915	12808
CAND_0053399	68.3914	12809
CAND_0018562	68.3909	12810
CAND_0032785	68.3909	12811
CAND_0006783	68.3896	12812
CAND_0067356	68.3891	12813
CAND_0081929	68.3887	12814
CAND_0049991	68.3875	12815
CAND_0071377	68.3871	12816
CAND_0058091	68.3869	12817
CAND_0098373	68.3861	12818
CAND_0096910	68.3856	12819
CAND_0005293	68.3851	12820
CAND_0048236	68.385	12821
CAND_0038708	68.3847	12822
CAND_0026939	68.3842	12823
CAND_0020208	68.3834	12824
CAND_0058253	68.3832	12825
CAND_0065087	68.3813	12826
CAND_0084782	68.3811	12827
CAND_0027733	68.3801	12828
CAND_0053628	68.3794	12829
CAND_0085809	68.379	12830
CAND_0088226	68.3787	12831
CAND_0039460	68.3787	12832
CAND_0090504	68.3782	12833
CAND_0004172	68.3781	12834
CAND_0029861	68.3776	12835
CAND_0072453	68.3774	12836
CAND_0031454	68.3769	12837
CAND_0067511	68.3765	12838
CAND_0071570	68.3757	12839
CAND_0095634	68.3748	12840
CAND_0057805	68.3738	12841
CAND_0087200	68.3737	12842
CAND_0039794	68.3728	12843
CAND_0064875	68.3718	12844
CAND_0022359	68.3714	12845
CAND_0038043	68.3697	12846
CAND_0055248	68.3673	12847
CAND_0091475	68.3673	12848
CAND_0002674	68.3672	12849
CAND_0019834	68.3667	12850
CAND_0038913	68.3667	12851
CAND_0073576	68.3662	12852
CAND_0036854	68.3652	12853
CAND_0041625	68.3633	12854
CAND_0095076	68.3594	12855
CAND_0004366	68.3588	12856
CAND_0032154	68.3571	12857
CAND_0097754	68.357	12858
CAND_0066398	68.3554	12859
CAND_0012720	68.3537	12860
CAND_0086388	68.3535	12861
CAND_0027243	68.3533	12862
CAND_0016352	68.3532	12863
CAND_0015976	68.3529	12864
CAND_0085058	68.3523	12865
CAND_0033925	68.3519	12866
CAND_0022849	68.3518	12867
CAND_0000102	68.3517	12868
CAND_0013632	68.3517	12869
CAND_0069536	68.3515	12870
CAND_0012102	68.3514	12871
CAND_0032665	68.3505	12872
CAND_0028505	68.3499	12873
CAND_0088988	68.3498	12874
CAND_0066003	68.3495	12875
CAND_0040745	68.349	12876
CAND_0031554	68.3483	12877
CAND_0083839	68.3479	12878
CAND_0068021	68.3458	12879
CAND_0093954	68.3453	12880
CAND_0008893	68.3453	12881
CAND_0042074	68.3452	12882
CAND_0080437	68.3451	12883
CAND_0086767	68.3439	12884
CAND_0046723	68.3433	12885
CAND_0052426	68.3432	12886
CAND_0060118	68.343	12887
CAND_0006236	68.3428	12888
CAND_0016074	68.3418	12889
CAND_0047612	68.341	12890
CAND_0036547	68.3409	12891
CAND_0066386	68.3403	12892
CAND_0024748	68.3398	12893
CAND_0030322	68.3394	12894
CAND_0034656	68.3383	12895
CAND_0007513	68.3382	12896
CAND_0097629	68.3374	12897
CAND_0077069	68.3373	12898
CAND_0097394	68.337	12899
CAND_0018385	68.3361	12900
CAND_0002290	68.3359	12901
CAND_0019439	68.3353	12902
CAND_0022864	68.3351	12903
CAND_0076696	68.3349	12904
CAND_0030939	68.3339	12905
CAND_0010306	68.3339	12906
CAND_0043070	68.3335	12907
CAND_0038553	68.3321	12908
CAND_0029644	68.3318	12909
CAND_0039839	68.3314	12910
CAND_0078902	68.3308	12911
CAND_0034418	68.3294	12912
CAND_0014025	68.3294	12913
CAND_0026852	68.3294	12914
CAND_0048525	68.3285	12915
CAND_0043705	68.3275	12916
CAND_0026420	68.3266	12917
CAND_0034113	68.3261	12918
CAND_0093788	68.326	12919
CAND_0076724	68.326	12920
CAND_0010713	68.3257	12921
CAND_0030857	68.3256	12922
CAND_0004521	68.3255	12923
CAND_0089485	68.3253	12924
CAND_0099260	68.3252	12925
CAND_0007745	68.3251	12926
CAND_0097446	68.3249	12927
CAND_0029247	68.324	12928
CAND_0099634	68.3235	12929
CAND_0024255	68.3191	12930
CAND_0009343	68.3191	12931
CAND_0047899	68.3187	12932
CAND_0006047	68.3183	12933
CAND_0085133	68.3174	12934
CAND_0039517	68.317	12935
CAND_0019391	68.3169	12936
CAND_0000420	68.3162	12937
CAND_0076862	68.316	12938
CAND_0014085	68.3139	12939
CAND_0021047	68.3134	12940
CAND_0011157	68.3128	12941
CAND_0015755	68.3127	12942
CAND_0069326	68.3126	12943
CAND_0070804	68.3121	12944
CAND_0042624	68.3116	12945
CAND_0068589	68.3104	12946
CAND_0023031	68.3095	12947
CAND_0080109	68.3085	12948
CAND_0009388	68.308	12949
CAND_0054996	68.3079	12950
CAND_0036341	68.3078	12951
CAND_0094287	68.3074	12952
CAND_0093683	68.307	12953
CAND_0068158	68.3064	12954
CAND_0064278	68.305	12955
CAND_0013354	68.3048	12956
CAND_0030063	68.3031	12957
CAND_0007450	68.3011	12958
CAND_0060045	68.2996	12959
CAND_0093410	68.2991	12960
CAND_0085573	68.2985	12961
CAND_0013441	68.2982	12962
CAND_0067983	68.2964	12963
CAND_0055030	68.2962	12964
CAND_0055801	68.2961	12965
CAND_0014136	68.2943	12966
CAND_0015736	68.2939	12967
CAND_0072611	68.2928	12968
CAND_0099673	68.2922	12969
CAND_0036320	68.2918	12970
CAND_0068229	68.2918	12971
CAND_0084578	68.2912	12972
CAND_0032902	68.2901	12973
CAND_0097626	68.29	12974
CAND_0011714	68.2897	12975
CAND_0028011	68.2894	12976
CAND_0078425	68.2889	12977
CAND_0050204	68.2888	12978
CAND_0087251	68.2884	12979
CAND_0064317	68.2881	12980
CAND_0090729	68.288	12981
CAND_0030151	68.2875	12982
CAND_0051263	68.287	12983
CAND_0035268	68.2863	12984
CAND_0094113	68.2863	12985
CAND_0067277	68.286	12986
CAND_0069879	68.2854	12987
CAND_0083238	68.2853	12988
CAND_0006508	68.2837	12989
CAND_0061616	68.282	12990
CAND_0041279	68.2806	12991
CAND_0017868	68.2801	12992
CAND_0011339	68.279	12993
CAND_0054715	68.2787	12994
CAND_0023645	68.2776	12995
CAND_0025009	68.2767	12996
CAND_0082506	68.2764	12997
CAND_0006191	68.2759	12998
CAND_0001244	68.2755	12999
CAND_0019629	68.2746	13000
CAND_0024272	68.2719	13001
CAND_0014194	68.2717	13002
CAND_0075796	68.2716	13003
CAND_0057733	68.2705	13004
CAND_0021250	68.2703	13005
CAND_0035281	68.2695	13006
CAND_0056794	68.269	13007
CAND_0084065	68.2672	13008
CAND_0069428	68.267	13009
CAND_0041326	68.2657	13010
CAND_0087446	68.2651	13011
CAND_0015048	68.2647	13012
CAND_0095168	68.2643	13013
CAND_0084373	68.2643	13014
CAND_0090053	68.2636	13015
CAND_0078341	68.2631	13016
CAND_0071232	68.2626	13017
CAND_0012292	68.2625	13018
CAND_0038813	68.2623	13019
CAND_0000568	68.2621	13020
CAND_0089909	68.2616	13021
CAND_0047101	68.2616	13022
CAND_0048248	68.2608	13023
CAND_0004867	68.2596	13024
CAND_0033966	68.259	13025
CAND_0071010	68.2588	13026
CAND_0033093	68.258	13027
CAND_0028167	68.2577	13028
CAND_0059358	68.2576	13029
CAND_0088853	68.2575	13030
CAND_0041605	68.257	13031
CAND_0067859	68.2564	13032
CAND_0000991	68.2551	13033
CAND_0017481	68.2544	13034
CAND_0022480	68.2516	13035
CAND_0060604	68.2514	13036
CAND_0072049	68.2507	13037
CAND_0069651	68.2504	13038
CAND_0023525	68.25	13039
CAND_0017204	68.2496	13040
CAND_0092884	68.2493	13041
CAND_0007219	68.249	13042
CAND_0006522	68.2478	13043
CAND_0005176	68.2467	13044
CAND_0076891	68.2464	13045
CAND_0067530	68.2458	13046
CAND_0038325	68.2457	13047
CAND_0064122	68.2453	13048
CAND_0001033	68.2448	13049
CAND_0063726	68.2436	13050
CAND_0073597	68.2435	13051
CAND_0076726	68.2422	13052
CAND_0054790	68.2404	13053
CAND_0067158	68.2401	13054
CAND_0017464	68.24	13055
CAND_0077191	68.2395	13056
CAND_0006020	68.2391	13057
CAND_0046762	68.2387	13058
CAND_0010709	68.2385	13059
CAND_0087194	68.2376	13060
CAND_0066415	68.237	13061
CAND_0067826	68.2358	13062
CAND_0022036	68.2347	13063
CAND_0042092	68.232	13064
CAND_0037867	68.232	13065
CAND_0040656	68.2305	13066
CAND_0053620	68.23	13067
CAND_0010993	68.229	13068
CAND_0015118	68.2279	13069
CAND_0004512	68.2278	13070
CAND_0073595	68.2277	13071
CAND_0006999	68.2277	13072
CAND_0013800	68.2275	13073
CAND_0055354	68.2269	13074
CAND_0010267	68.2263	13075
CAND_0013174	68.2253	13076
CAND_0048446	68.2248	13077
CAND_0056878	68.2248	13078
CAND_0059261	68.2242	13079
CAND_0077968	68.2235	13080
CAND_0053915	68.2226	13081
CAND_0064330	68.2215	13082
CAND_0000519	68.221	13083
CAND_0031307	68.221	13084
CAND_0025314	68.2207	13085
CAND_0073377	68.2203	13086
CAND_0043598	68.2195	13087
CAND_0003351	68.2183	13088
CAND_0063334	68.2181	13089
CAND_0035289	68.2167	13090
CAND_0098600	68.216	13091
CAND_0093447	68.2158	13092
CAND_0008425	68.2157	13093
CAND_0090219	68.2154	13094
CAND_0046553	68.2138	13095
CAND_0026102	68.212	13096
CAND_0054325	68.2119	13097
CAND_0039633	68.2119	13098
CAND_0018381	68.2107	13099
CAND_0020558	68.2091	13100
CAND_0036690	68.2089	13101
CAND_0045245	68.2076	13102
CAND_0056031	68.207	13103
CAND_0037298	68.2057	13104
CAND_0005123	68.2053	13105
CAND_0006967	68.2052	13106
CAND_0072445	68.2048	13107
CAND_0035771	68.2048	13108
CAND_0097887	68.2047	13109
CAND_0084470	68.2043	13110
CAND_0085876	68.2043	13111
CAND_0086494	68.2042	13112
CAND_0086565	68.204	13113
CAND_0001242	68.203	13114
CAND_0021413	68.2029	13115
CAND_0032027	68.2019	13116
CAND_0010236	68.2018	13117
CAND_0052549	68.201	13118
CAND_0077484	68.2004	13119
CAND_0081026	68.2002	13120
CAND_0068119	68.1999	13121
CAND_0032475	68.1985	13122
CAND_0047639	68.1983	13123
CAND_0067654	68.1971	13124
CAND_0085619	68.1969	13125
CAND_0034490	68.1961	13126
CAND_0039918	68.1946	13127
CAND_0070340	68.194	13128
CAND_0033109	68.1934	13129
CAND_0033396	68.1931	13130
CAND_0069881	68.1915	13131
CAND_0044295	68.1886	13132
CAND_0029800	68.1885	13133
CAND_0090303	68.1881	13134
CAND_0008815	68.1877	13135
CAND_0090837	68.1874	13136
CAND_0004841	68.1871	13137
CAND_0017302	68.1868	13138
CAND_0055746	68.1863	13139
CAND_0078072	68.1862	13140
CAND_0051431	68.1858	13141
CAND_0032316	68.1854	13142
CAND_0050959	68.1853	13143
CAND_0061012	68.1836	13144
CAND_0086185	68.1832	13145
CAND_0032373	68.1825	13146
CAND_0041975	68.1824	13147
CAND_0055832	68.1811	13148
CAND_0066905	68.1806	13149
CAND_0077918	68.1787	13150
CAND_0020644	68.1757	13151
CAND_0070473	68.1738	13152
CAND_0054644	68.1735	13153
CAND_0022986	68.1723	13154
CAND_0092598	68.1723	13155
CAND_0080935	68.172	13156
CAND_0055480	68.1716	13157
CAND_0035787	68.1705	13158
CAND_0077205	68.1705	13159
CAND_0091279	68.1704	13160
CAND_0057028	68.1702	13161
CAND_0058374	68.17	13162
CAND_0011503	68.1697	13163
CAND_0086593	68.1696	13164
CAND_0013693	68.1682	13165
CAND_0011269	68.1676	13166
CAND_0077085	68.1671	13167
CAND_0048922	68.1669	13168
CAND_0044239	68.1657	13169
CAND_0091682	68.1652	13170
CAND_0036805	68.1651	13171
CAND_0043537	68.164	13172
CAND_0042448	68.1627	13173
CAND_0097134	68.1619	13174
CAND_0026434	68.1615	13175
CAND_0052190	68.1605	13176
CAND_0001396	68.1605	13177
CAND_0055965	68.16	13178
CAND_0045335	68.1589	13179
CAND_0067931	68.157	13180
CAND_0061644	68.1568	13181
CAND_0001019	68.1567	13182
CAND_0037084	68.1558	13183
CAND_0058549	68.1553	13184
CAND_0039284	68.1552	13185
CAND_0099410	68.1549	13186
CAND_0072772	68.1545	13187
CAND_0073284	68.1537	13188
CAND_0001685	68.1509	13189
CAND_0068998	68.1504	13190
CAND_0033919	68.1503	13191
CAND_0055905	68.1503	13192
CAND_0074516	68.1502	13193
CAND_0034884	68.1494	13194
CAND_0032091	68.148	13195
CAND_0040598	68.1475	13196
CAND_0002195	68.1473	13197
CAND_0013534	68.1464	13198
CAND_0038714	68.1459	13199
CAND_0023704	68.145	13200
CAND_0065088	68.1448	13201
CAND_0087461	68.1447	13202
CAND_0047298	68.1444	13203
CAND_0059301	68.1438	13204
CAND_0061668	68.1434	13205
CAND_0058275	68.1429	13206
CAND_0094476	68.1421	13207
CAND_0060147	68.1414	13208
CAND_0073728	68.1414	13209
CAND_0073230	68.1402	13210
CAND_0077263	68.1399	13211
CAND_0098574	68.1386	13212
CAND_0075156	68.1382	13213
CAND_0061732	68.1376	13214
CAND_0058066	68.1368	13215
CAND_0027898	68.1365	13216
CAND_0032004	68.1362	13217
CAND_0031473	68.136	13218
CAND_0091554	68.1341	13219
CAND_0066348	68.134	13220
CAND_0036219	68.1322	13221
CAND_0038077	68.1318	13222
CAND_0097039	68.1297	13223
CAND_0040330	68.1292	13224
CAND_0052206	68.1277	13225
CAND_0002832	68.1276	13226
CAND_0067206	68.1263	13227
CAND_0014665	68.1262	13228
CAND_0006507	68.1259	13229
CAND_0052991	68.1258	13230
CAND_0025592	68.1243	13231
CAND_0020190	68.1234	13232
CAND_0044150	68.1233	13233
CAND_0019599	68.1231	13234
CAND_0010495	68.1229	13235
CAND_0059188	68.1227	13236
CAND_0082732	68.1225	13237
CAND_0063519	68.1211	13238
CAND_0076920	68.1209	13239
CAND_0089266	68.1208	13240
CAND_0089480	68.1201	13241
CAND_0074084	68.1197	13242
CAND_0065696	68.1196	13243
CAND_0086563	68.1192	13244
CAND_0004439	68.1191	13245
CAND_0076423	68.1184	13246
CAND_0054194	68.1179	13247
CAND_0094459	68.1173	13248
CAND_0002822	68.1164	13249
CAND_0015751	68.1156	13250
CAND_0057098	68.1133	13251
CAND_0064978	68.1132	13252
CAND_0058109	68.1129	13253
CAND_0039997	68.1117	13254
CAND_0086541	68.1114	13255
CAND_0096410	68.111	13256
CAND_0040342	68.111	13257
CAND_0086232	68.1102	13258
CAND_0088405	68.1101	13259
CAND_0055852	68.1095	13260
CAND_0081906	68.1088	13261
CAND_0045727	68.1085	13262
CAND_0062200	68.1084	13263
CAND_0047982	68.1083	13264
CAND_0079571	68.1073	13265
CAND_0049056	68.1067	13266
CAND_0025706	68.1063	13267
CAND_0078451	68.1057	13268
CAND_0048423	68.1049	13269
CAND_0013274	68.104	13270
CAND_0047030	68.1021	13271
CAND_0036260	68.1016	13272
CAND_0025370	68.1006	13273
CAND_0089136	68.1001	13274
CAND_0046159	68.0996	13275
CAND_0014661	68.0994	13276
CAND_0052459	68.0992	13277
CAND_0010254	68.0991	13278
CAND_0063654	68.0991	13279
CAND_0002558	68.0985	13280
CAND_0004323	68.0981	13281
CAND_0010651	68.0964	13282
CAND_0022104	68.0961	13283
CAND_0082916	68.0956	13284
CAND_0011460	68.0951	13285
CAND_0037720	68.0944	13286
CAND_0015559	68.0937	13287
CAND_0060056	68.0936	13288
CAND_0090169	68.0918	13289
CAND_0050406	68.0915	13290
CAND_0050526	68.0908	13291
CAND_0058284	68.0894	13292
CAND_0053444	68.0873	13293
CAND_0020827	68.0872	13294
CAND_0062724	68.0869	13295
CAND_0066994	68.0856	13296
CAND_0010135	68.0848	13297
CAND_0026338	68.0831	13298
CAND_0015262	68.0825	13299
CAND_0086253	68.0825	13300
CAND_0070582	68.0825	13301
CAND_0059868	68.0822	13302
CAND_0035104	68.0815	13303
CAND_0046898	68.0795	13304
CAND_0022386	68.0785	13305
CAND_0005542	68.0774	13306
CAND_0014080	68.0765	13307
CAND_0070800	68.0759	13308
CAND_0055496	68.0757	13309
CAND_0062661	68.0756	13310
CAND_0070456	68.0754	13311
CAND_0021563	68.0743	13312
CAND_0082454	68.0733	13313
CAND_0048416	68.0732	13314
CAND_0060667	68.0731	13315
CAND_0076632	68.0725	13316
CAND_0043158	68.0725	13317
CAND_0011447	68.0716	13318
CAND_0055659	68.0704	13319
CAND_0018807	68.0698	13320
CAND_0025149	68.0697	13321
CAND_0024560	68.0696	13322
CAND_0015821	68.0693	13323
CAND_0008141	68.0692	13324
CAND_0013063	68.0686	13325
CAND_0094782	68.0682	13326
CAND_0027245	68.0681	13327
CAND_0026569	68.0679	13328
CAND_0069690	68.0678	13329
CAND_0029450	68.0668	13330
CAND_0097683	68.0659	13331
CAND_0062890	68.0649	13332
CAND_0058736	68.0646	13333
CAND_0081410	68.0639	13334
CAND_0081443	68.0633	13335
CAND_0055491	68.0629	13336
CAND_0016669	68.0618	13337
CAND_0079298	68.0614	13338
CAND_0028580	68.0601	13339
CAND_0063073	68.0594	13340
CAND_0055110	68.0592	13341
CAND_0064824	68.0585	13342
CAND_0087480	68.0584	13343
CAND_0072630	68.0584	13344
CAND_0032453	68.0575	13345
CAND_0077339	68.0575	13346
CAND_0067520	68.057	13347
CAND_0063153	68.0563	13348
CAND_0002441	68.0561	13349
CAND_0081644	68.0555	13350
CAND_0007497	68.054	13351
CAND_0054529	68.054	13352
CAND_0087240	68.0534	13353
CAND_0003332	68.0527	13354
CAND_0024485	68.052	13355
CAND_0072210	68.0517	13356
CAND_0025795	68.0508	13357
CAND_0072073	68.0507	13358
CAND_0046466	68.05	13359
CAND_0054701	68.0486	13360
CAND_0084785	68.0483	13361
CAND_0027721	68.0481	13362
CAND_0031413	68.0473	13363
CAND_0073320	68.047	13364
CAND_0014277	68.0467	13365
CAND_0030739	68.046	13366
CAND_0056879	68.0458	13367
CAND_0077871	68.0455	13368
CAND_0024651	68.0454	13369
CAND_0065650	68.0445	13370
CAND_0082443	68.0443	13371
CAND_0092433	68.0439	13372
CAND_0076443	68.0437	13373
CAND_0094077	68.0435	13374
CAND_0082625	68.0417	13375
CAND_0053168	68.0417	13376
CAND_0017242	68.0417	13377
CAND_0042512	68.041	13378
CAND_0054512	68.0409	13379
CAND_0007110	68.0408	13380
CAND_0008692	68.0396	13381
CAND_0075581	68.0381	13382
CAND_0040215	68.0379	13383
CAND_0068379	68.0372	13384
CAND_0060411	68.037	13385
CAND_0057892	68.0359	13386
CAND_0086409	68.0355	13387
CAND_0031633	68.0349	13388
CAND_0042346	68.0346	13389
CAND_0001449	68.0336	13390
CAND_0077475	68.0333	13391
CAND_0079645	68.0332	13392
CAND_0003830	68.0328	13393
CAND_0032531	68.032	13394
CAND_0039477	68.0317	13395
CAND_0032160	68.031	13396
CAND_0099732	68.0307	13397
CAND_0071140	68.0297	13398
CAND_0078690	68.0291	13399
CAND_0085141	68.0288	13400
CAND_0005102	68.0287	13401
CAND_0032970	68.0283	13402
CAND_0018023	68.0277	13403
CAND_0067039	68.0264	13404
CAND_0018284	68.0262	13405
CAND_0035637	68.0251	13406
CAND_0093631	68.0245	13407
CAND_0040556	68.0239	13408
CAND_0074292	68.0239	13409
CAND_0025548	68.0235	13410
CAND_0016827	68.0233	13411
CAND_0050962	68.0226	13412
CAND_0043202	68.0214	13413
CAND_0081756	68.021	13414
CAND_0067666	68.0208	13415
CAND_0052180	68.0193	13416
CAND_0056056	68.0185	13417
CAND_0000103	68.0184	13418
CAND_0053409	68.0161	13419
CAND_0065407	68.0151	13420
CAND_0052072	68.0151	13421
CAND_0044844	68.015	13422
CAND_0047700	68.0145	13423
CAND_0035885	68.0144	13424
CAND_0039028	68.014	13425
CAND_0095665	68.014	13426
CAND_0063713	68.0131	13427
CAND_0008444	68.0129	13428
CAND_0046022	68.0126	13429
CAND_0030938	68.0114	13430
CAND_0011549	68.0109	13431
CAND_0094898	68.0105	13432
CAND_0018071	68.0101	13433
CAND_0043238	68.0091	13434
CAND_0028074	68.0084	13435
CAND_0074332	68.0079	13436
CAND_0051713	68.0077	13437
CAND_0074539	68.0066	13438
CAND_0084315	68.0059	13439
CAND_0007025	68.0038	13440
CAND_0083291	67.9985	13441
CAND_0009647	67.9985	13442
CAND_0084204	67.9973	13443
CAND_0025720	67.9966	13444
CAND_0021432	67.9966	13445
CAND_0053495	67.9963	13446
CAND_0012029	67.9955	13447
CAND_0039494	67.9955	13448
CAND_0070268	67.9954	13449
CAND_0090266	67.9947	13450
CAND_0067813	67.9945	13451
CAND_0028045	67.9942	13452
CAND_0073509	67.9939	13453
CAND_0092505	67.9935	13454
CAND_0014256	67.9925	13455
CAND_0037830	67.992	13456
CAND_0095428	67.9913	13457
CAND_0011668	67.9912	13458
CAND_0083627	67.9911	13459
CAND_0063257	67.9911	13460
CAND_0001593	67.9906	13461
CAND_0002522	67.9901	13462
CAND_0048959	67.9898	13463
CAND_0051077	67.9893	13464
CAND_0015648	67.9885	13465
CAND_0089530	67.9879	13466
CAND_0052395	67.9878	13467
CAND_0078000	67.9875	13468
CAND_0026851	67.9873	13469
CAND_0088291	67.9868	13470
CAND_0065970	67.9866	13471
CAND_0013294	67.9862	13472
CAND_0070011	67.9856	13473
CAND_0051225	67.9851	13474
CAND_0014506	67.9845	13475
